  0.0000   2         12.70        0.46          0.00         20.17        0.00
  0.1260   2         15.24        0.46          0.00         20.11       -0.03
  0.2000   2         16.72        0.46          0.00         20.03       -0.04
  0.3260   2         19.23        0.46          0.00         19.80       -0.07
  0.4500   2         21.67        0.46          0.00         19.50       -0.09
  0.5760   2         24.10        0.46          0.00         19.10       -0.11
  0.7000   2         26.45        0.46          0.00         18.64       -0.12
  0.7660   2         27.67        0.46          0.00         18.38       -0.08
  0.7670   2         27.69        0.46          0.00         18.37       -0.04
  0.7680   2         27.70        0.46          0.00         18.37       -0.01
  0.7690   2         27.72        0.46          0.00         18.37        0.03
  0.7700   2         27.74        0.46          0.00         18.38        0.09
  0.7710   2         27.76        0.46          0.00         18.38        0.14
  0.7720   2         27.78        0.46          0.00         18.38        0.17
  0.7730   2         27.80        0.46          0.00         18.39        0.22
  0.7740   2         27.81        0.46          0.00         18.40        0.26
  0.7750   2         27.83        0.46          0.00         18.41        0.31
  0.7760   2         27.85        0.46          0.00         18.42        0.35
  0.7770   2         27.87        0.46          0.00         18.43        0.39
  0.7780   2         27.89        0.46          0.00         18.44        0.44
  0.7790   2         27.91        0.46          0.00         18.45        0.47
  0.7800   2         27.92        0.46          0.00         18.47        0.52
  0.7810   2         27.94        0.46          0.00         18.49        0.54
  0.7820   2         27.96        0.46          0.00         18.50        0.62
  0.7830   2         27.98        0.46          0.00         18.52        0.65
  0.7840   2         28.00        0.46          0.00         18.54        0.68
  0.7850   2         28.02        0.46          0.00         18.57        0.70
  0.7860   2         28.04        0.46          0.00         18.59        0.74
  0.7870   2         28.05        0.46          0.00         18.62        0.80
  0.7880   2         28.07        0.46         -0.01         18.64        0.86
  0.7890   2         28.09        0.46         -0.01         18.67        0.91
  0.7900   2         28.11        0.46         -0.01         18.70        0.93
  0.7910   2         28.13        0.46         -0.01         18.73        0.97
  0.7920   2         28.15        0.46         -0.01         18.76        1.04
  0.7930   2         28.17        0.46         -0.01         18.80        1.05
  0.7940   2         28.19        0.46         -0.01         18.83        1.07
  0.7950   2         28.20        0.46         -0.01         18.87        1.13
  0.7960   2         28.22        0.46         -0.01         18.90        1.17
  0.7970   2         28.24        0.46         -0.01         18.94        1.20
  0.7980   2         28.26        0.46         -0.01         18.98        1.23
  0.7990   2         28.28        0.46         -0.01         19.02        1.28
  0.8000   2         28.30        0.46          0.00         19.07        1.33
  0.8010   2         28.32        0.46          0.00         19.11        1.37
  0.8020   2         28.34        0.46          0.00         19.15        1.43
  0.8030   2         28.36        0.46          0.00         19.20        1.42
  0.8040   2         28.38        0.46          0.00         19.24        1.45
  0.8050   2         28.40        0.46          0.00         19.29        1.48
  0.8060   2         28.41        0.46          0.00         19.34        1.52
  0.8070   2         28.43        0.46          0.00         19.39        1.54
  0.8080   2         28.45        0.46          0.00         19.44        1.58
  0.8090   2         28.47        0.46          0.00         19.49        1.61
  0.8100   2         28.49        0.46          0.01         19.54        1.66
  0.8110   2         28.51        0.46          0.01         19.59        1.77
  0.8120   2         28.53        0.46          0.01         19.65        1.80
  0.8130   2         28.55        0.46          0.01         19.71        1.84
  0.8140   2         28.57        0.46          0.01         19.77        1.85
  0.8150   2         28.59        0.46          0.01         19.83        1.89
  0.8160   2         28.61        0.46          0.01         19.89        1.92
  0.8170   2         28.63        0.46          0.02         19.95        1.97
  0.8180   2         28.65        0.46          0.02         20.01        1.98
  0.8190   2         28.67        0.46          0.02         20.08        2.02
  0.8200   2         28.69        0.46          0.03         20.14        2.04
  0.8210   2         28.71        0.46          0.03         20.21        2.08
  0.8220   2         28.73        0.46          0.03         20.27        2.10
  0.8230   2         28.75        0.46          0.04         20.34        2.12
  0.8240   2         28.77        0.46          0.04         20.41        2.15
  0.8250   2         28.79        0.46          0.05         20.48        2.17
  0.8260   2         28.81        0.46          0.05         20.55        2.25
  0.8270   2         28.83        0.46          0.06         20.62        2.27
  0.8280   2         28.85        0.46          0.06         20.69        2.28
  0.8290   2         28.87        0.46          0.06         20.77        2.32
  0.8300   2         28.90        0.46          0.07         20.84        2.34
  0.8310   2         28.92        0.46          0.07         20.91        2.35
  0.8320   2         28.94        0.46          0.07         20.99        2.37
  0.8330   2         28.96        0.46          0.08         21.06        2.40
  0.8340   2         28.98        0.46          0.08         21.14        2.43
  0.8350   2         29.00        0.46          0.09         21.22        2.45
  0.8360   2         29.02        0.46          0.09         21.29        2.46
  0.8370   2         29.04        0.46          0.10         21.37        2.47
  0.8380   2         29.06        0.46          0.10         21.45        2.48
  0.8390   2         29.09        0.46          0.11         21.53        2.49
  0.8400   2         29.11        0.46          0.12         21.61        2.52
  0.8410   2         29.13        0.46          0.12         21.69        2.53
  0.8420   2         29.15        0.46          0.13         21.77        2.55
  0.8430   2         29.17        0.46          0.14         21.85        2.56
  0.8440   2         29.19        0.47          0.14         21.94        2.55
  0.8450   2         29.22        0.47          0.15         22.02        2.57
  0.8460   2         29.24        0.47          0.16         22.10        2.58
  0.8470   2         29.26        0.47          0.16         22.18        2.59
  0.8480   2         29.28        0.47          0.17         22.26        2.59
  0.8490   2         29.31        0.47          0.18         22.35        2.60
  0.8500   2         29.33        0.47          0.19         22.43        2.58
  0.8510   2         29.35        0.47          0.20         22.51        2.59
  0.8520   2         29.37        0.47          0.20         22.60        2.59
  0.8530   2         29.40        0.47          0.21         22.68        2.58
  0.8540   2         29.42        0.47          0.22         22.76        2.55
  0.8550   2         29.44        0.47          0.23         22.84        2.52
  0.8560   2         29.46        0.47          0.24         22.92        2.46
  0.8570   2         29.49        0.47          0.25         23.00        2.30
  0.8580   2         29.51        0.47          0.26         23.07        2.20
  0.8590   2         29.53        0.47          0.27         23.14        2.17
  0.8600   2         29.56        0.47          0.28         23.21        2.16
  0.8610   2         29.58        0.47          0.29         23.28        2.15
  0.8620   2         29.60        0.47          0.30         23.35        2.16
  0.8630   2         29.63        0.47          0.31         23.42        2.17
  0.8640   2         29.65        0.47          0.31         23.49        2.18
  0.8650   2         29.67        0.47          0.32         23.56        2.19
  0.8660   2         29.70        0.47          0.33         23.63        2.18
